ags5,date,ground_truth,pred,error
7338,8/31/2018,3.4,3.3101392,0.089860821
7338,9/30/2018,3.3,3.2365892,0.063410807
7338,10/31/2018,3.1,3.1557143,0.055714273
7338,11/30/2018,3.1,3.14573,0.045730019
7338,12/31/2018,3.1,3.1660476,0.066047573
7338,1/31/2019,3.5,3.216627,0.283373117
7338,2/28/2019,3.4,3.212167,0.187832975
7338,3/31/2019,3.4,3.197576,0.202423954
7338,4/30/2019,3.3,3.2450411,0.054958868
7338,5/31/2019,3.4,3.1849039,0.21509614
7338,6/30/2019,3.4,3.2265391,0.173460865
7338,7/31/2019,3.5,3.340776,0.159224033
7338,8/31/2019,3.6,3.3040094,0.295990562
7338,9/30/2019,3.5,3.2197735,0.280226469
7338,10/31/2019,3.4,3.2047992,0.195200825
7338,11/30/2019,3.4,3.155167,0.244832897
7338,12/31/2019,3.5,3.1577642,0.342235804
7339,1/31/2018,3.6,3.5668955,0.033104515
7339,2/28/2018,3.6,3.6181736,0.018173599
7339,3/31/2018,3.5,3.652519,0.152518988
7339,4/30/2018,3.5,3.5293531,0.029353142
7339,5/31/2018,3.4,3.4618173,0.061817265
7339,6/30/2018,3.4,3.4988356,0.098835564
7339,7/31/2018,3.6,3.4359434,0.164056635
7339,8/31/2018,3.5,3.3944585,0.105541468
7339,9/30/2018,3.3,3.34554,0.045540047
7339,10/31/2018,3.1,3.2224257,0.122425699
7339,11/30/2018,3,3.194891,0.194890976
7339,12/31/2018,3.2,3.2695408,0.069540787
7339,1/31/2019,3.4,3.2726617,0.127338314
7339,2/28/2019,3.4,3.327927,0.072072887
7339,3/31/2019,3.4,3.3165722,0.083427811
7339,4/30/2019,3.4,3.270044,0.129955912
7339,5/31/2019,3.3,3.2508914,0.049108553
7339,6/30/2019,3.3,3.3008418,0.000841808
7339,7/31/2019,3.5,3.3658407,0.134159327
7339,8/31/2019,3.6,3.3367805,0.263219452
7339,9/30/2019,3.5,3.2116752,0.288324833
7339,10/31/2019,3.4,3.2080803,0.191919708
7339,11/30/2019,3.3,3.1317365,0.168263483
7339,12/31/2019,3.3,3.1657412,0.134258795
7340,1/31/2018,4.5,4.396889,0.10311079
7340,2/28/2018,4.4,4.4464536,0.046453571
7340,3/31/2018,4.3,4.4385314,0.138531399
7340,4/30/2018,4,4.264645,0.2646451
7340,5/31/2018,3.8,4.1913505,0.39135046
7340,6/30/2018,3.7,4.3231735,0.623173523
7340,7/31/2018,3.9,4.0575843,0.157584286
7340,8/31/2018,3.7,4.0626216,0.362621593
7340,9/30/2018,3.6,3.9778855,0.377885485
7340,10/31/2018,3.5,3.6513283,0.151328325
7340,11/30/2018,3.5,3.7050095,0.20500946
7340,12/31/2018,3.5,3.8374834,0.337483406
7340,1/31/2019,3.9,3.8626988,0.037301207
7340,2/28/2019,3.9,3.9391584,0.03915844
7340,3/31/2019,3.7,3.9384751,0.238475132
7340,4/30/2019,3.5,3.685491,0.185491085
7340,5/31/2019,3.6,3.632774,0.032774115
7340,6/30/2019,3.6,3.6680295,0.068029547
7340,7/31/2019,3.8,3.6457067,0.154293346
7340,8/31/2019,3.8,3.574438,0.225561905
7340,9/30/2019,3.7,3.5192409,0.180759144
7340,10/31/2019,3.6,3.4815583,0.118441677
7340,11/30/2019,3.5,3.4170284,0.082971573
7340,12/31/2019,3.6,3.5049841,0.09501586
8111,1/31/2018,4.6,4.6276712,0.027671242
8111,2/28/2018,4.4,4.669238,0.269238091
8111,3/31/2018,4.3,4.6622,0.362199974
8111,4/30/2018,4.4,4.401643,0.001642799
8111,5/31/2018,4.2,4.2642627,0.064262676
8111,6/30/2018,4.1,4.3546324,0.254632378
8111,7/31/2018,4.1,4.3164396,0.216439629
8111,8/31/2018,4.3,4.352372,0.052372169
8111,9/30/2018,4.1,4.372411,0.272410774
8111,10/31/2018,4,4.109927,0.109927177
8111,11/30/2018,4,4.1491423,0.149142265
8111,12/31/2018,3.9,4.1772366,0.277236557
8111,1/31/2019,4.1,4.107825,0.007824802
8111,2/28/2019,4,4.101112,0.101111889
8111,3/31/2019,4,4.1298413,0.129841328
8111,4/30/2019,4,4.068861,0.068861008
8111,5/31/2019,3.9,3.9422638,0.042263842
8111,6/30/2019,3.9,3.9828935,0.082893467
8111,7/31/2019,4,3.9488726,0.051127434
8111,8/31/2019,4.2,3.9727027,0.227297258
8111,9/30/2019,4.1,3.952149,0.147851086
8111,10/31/2019,4.2,3.9356258,0.264374208
8111,11/30/2019,4.2,3.9021785,0.297821474
8111,12/31/2019,4.2,3.8611598,0.338840199
8115,1/31/2018,3,3.0010445,0.001044512
8115,2/28/2018,2.9,2.9938664,0.093866444
8115,3/31/2018,2.9,2.9699762,0.069976187
8115,4/30/2018,2.8,2.9188068,0.118806791
8115,5/31/2018,2.7,2.8200967,0.120096731
8115,6/30/2018,2.7,2.8886254,0.188625383
8115,7/31/2018,2.7,2.8175642,0.117564249
8115,8/31/2018,2.9,2.866638,0.033362055
8115,9/30/2018,2.8,2.8519561,0.051956129
8115,10/31/2018,2.7,2.7523732,0.052373219
8115,11/30/2018,2.6,2.7512543,0.15125432
8115,12/31/2018,2.6,2.72402,0.124020004
8115,1/31/2019,2.8,2.7256541,0.074345875
8115,2/28/2019,2.8,2.725253,0.074746895
8115,3/31/2019,2.7,2.7227964,0.02279644
8115,4/30/2019,2.7,2.6856,0.014399958
8115,5/31/2019,2.7,2.584577,0.115422916
8115,6/30/2019,2.8,2.6092613,0.190738726
8115,7/31/2019,2.8,2.715922,0.084077883
8115,8/31/2019,3,2.7421768,0.257823229
8115,9/30/2019,2.9,2.6958823,0.20411768
8115,10/31/2019,2.8,2.7026854,0.097314644
8115,11/30/2019,2.7,2.6278038,0.072196198
8115,12/31/2019,2.7,2.6186345,0.081365538
8116,1/31/2018,3.4,3.3223186,0.077681446
8116,2/28/2018,3.3,3.3172622,0.017262173
8116,3/31/2018,3.2,3.3357475,0.13574748
8116,4/30/2018,3.2,3.2611814,0.061181355
8116,5/31/2018,3.1,3.1476502,0.047650242
8116,6/30/2018,3,3.212323,0.21232295
8116,7/31/2018,3.1,3.1957347,0.095734739
8116,8/31/2018,3.3,3.2236938,0.076306152
8116,9/30/2018,3.1,3.2236278,0.123627806
8116,10/31/2018,3,3.0486724,0.048672438
8116,11/30/2018,3,3.0339932,0.033993244
8116,12/31/2018,3,3.0624943,0.062494278
8116,1/31/2019,3.1,3.1082754,0.008275414
8116,2/28/2019,3.1,3.082035,0.017964935
8116,3/31/2019,3.1,3.0878615,0.012138462
8116,4/30/2019,3.1,3.048962,0.051037884
8116,5/31/2019,3.1,2.9401307,0.159869289
8116,6/30/2019,3.1,2.9666317,0.133368349
8116,7/31/2019,3.2,3.0785673,0.121432734
8116,8/31/2019,3.4,3.0765002,0.323499823
8116,9/30/2019,3.3,3.0086458,0.291354227
8116,10/31/2019,3.2,3.090553,0.109446955
8116,11/30/2019,3.2,3.018371,0.181628895
8116,12/31/2019,3.2,2.9814396,0.21856041
8117,1/31/2018,3.7,3.6768277,0.023172331
8117,2/28/2018,3.6,3.6609352,0.060935163
8117,3/31/2018,3.5,3.6583614,0.158361435
8117,4/30/2018,3.5,3.553021,0.053020954
8117,5/31/2018,3.4,3.4240718,0.024071789
8117,6/30/2018,3.2,3.5519323,0.351932335
8117,7/31/2018,3.3,3.4803948,0.18039484
8117,8/31/2018,3.6,3.5106025,0.089397526
8117,9/30/2018,3.4,3.4542158,0.054215765
8117,10/31/2018,3.2,3.2978199,0.097819853
8117,11/30/2018,3.2,3.2752135,0.07521348
8117,12/31/2018,3.3,3.322145,0.022144985
8117,1/31/2019,3.6,3.3866134,0.213386631
8117,2/28/2019,3.5,3.3642569,0.135743141
8117,3/31/2019,3.4,3.379353,0.020646954
8117,4/30/2019,3.4,3.363736,0.036264086
8117,5/31/2019,3.3,3.2054346,0.094565439
8117,6/30/2019,3.4,3.2195358,0.180464172
8117,7/31/2019,3.5,3.347432,0.152568102
8117,8/31/2019,3.8,3.3704362,0.429563808
8117,9/30/2019,3.7,3.2829344,0.417065573
8117,10/31/2019,3.6,3.3283682,0.271631813
8117,11/30/2019,3.5,3.2837174,0.216282606
8117,12/31/2019,3.7,3.2970083,0.402991724
8118,1/31/2018,3.3,3.259454,0.040545988
8118,2/28/2018,3.2,3.2791734,0.079173374
8118,3/31/2018,3.1,3.2673903,0.167390251
8118,4/30/2018,3.1,3.1744144,0.074414396
8118,5/31/2018,3,3.0709841,0.070984125
8118,6/30/2018,2.9,3.1521292,0.252129173
8118,7/31/2018,3,3.097423,0.097423077
8118,8/31/2018,3.1,3.1259053,0.025905275
8118,9/30/2018,2.9,3.1263072,0.226307249
8118,10/31/2018,2.7,2.904148,0.204148102
8118,11/30/2018,2.7,2.9030068,0.203006792
8118,12/31/2018,2.7,2.947377,0.247376966
8118,1/31/2019,2.9,2.9003072,0.000307178
8118,2/28/2019,2.8,2.9117498,0.11174984
8118,3/31/2019,2.8,2.9292376,0.129237604
8118,4/30/2019,2.7,2.8337696,0.13376956
8118,5/31/2019,2.7,2.7604806,0.060480642
8118,6/30/2019,2.7,2.8099785,0.109978485
8118,7/31/2019,2.8,2.8094985,0.009498549
8118,8/31/2019,3,2.8235397,0.176460266
8118,9/30/2019,2.9,2.7537737,0.146226311
8118,10/31/2019,2.9,2.7155344,0.184465551
8118,11/30/2019,2.8,2.6829193,0.117080736
8118,12/31/2019,2.8,2.6665087,0.133491325
8119,1/31/2018,3.2,3.316282,0.116282034
8119,2/28/2018,3.2,3.3089275,0.108927536
8119,3/31/2018,3,3.2575924,0.25759244
8119,4/30/2018,3,3.087985,0.087985039
8119,5/31/2018,3,3.0153549,0.015354872
8119,6/30/2018,2.9,3.1229384,0.222938395
8119,7/31/2018,2.9,3.1227634,0.222763395
8119,8/31/2018,3.1,3.1741905,0.074190521
8119,9/30/2018,3,3.186744,0.186743975
8119,10/31/2018,2.9,3.0399199,0.139919853
8119,11/30/2018,2.8,2.9880407,0.188040686
8119,12/31/2018,2.8,3.012162,0.21216197
8119,1/31/2019,3.1,2.935844,0.164156055
8119,2/28/2019,3,2.9131794,0.086820602
8119,3/31/2019,2.9,2.905662,0.00566206
8119,4/30/2019,2.9,2.9011617,0.001161671
8119,5/31/2019,2.9,2.807301,0.092698956
8119,6/30/2019,3,2.8291528,0.170847178
8119,7/31/2019,3.1,2.9064927,0.19350729
8119,8/31/2019,3.3,2.9397736,0.36022644
8119,9/30/2019,3.2,2.895347,0.304652882
8119,10/31/2019,3.2,2.923193,0.276807022
8119,11/30/2019,3.2,2.8605971,0.339402866
8119,12/31/2019,3.3,2.8579817,0.442018318
8121,1/31/2018,5.2,5.151999,0.048001003
8121,2/28/2018,5.2,5.2307534,0.030753422
8121,3/31/2018,5.1,5.251592,0.151592159
8121,4/30/2018,5,5.1133914,0.113391399
8121,5/31/2018,4.9,4.9001546,0.000154591
8121,6/30/2018,4.9,4.905636,0.005635834
8121,7/31/2018,4.9,4.934879,0.034878826
8121,8/31/2018,5.2,4.985777,0.214223099
8121,9/30/2018,4.7,4.898738,0.198737907
8121,10/31/2018,4.6,4.7149377,0.114937687
8121,11/30/2018,4.6,4.6670957,0.067095661
8121,12/31/2018,4.6,4.7382812,0.13828125
8121,1/31/2019,4.9,4.8330607,0.066939259
8121,2/28/2019,4.8,4.8132644,0.01326437
8121,3/31/2019,4.7,4.82162,0.121619987
8121,4/30/2019,4.7,4.723172,0.023172188
8121,5/31/2019,4.6,4.58991,0.01008997
8121,6/30/2019,4.5,4.7397733,0.239773273
8121,7/31/2019,4.6,4.677794,0.07779398
8121,8/31/2019,4.9,4.6894646,0.210535431
8121,9/30/2019,4.8,4.602458,0.197542
8121,10/31/2019,4.8,4.5555873,0.244412708
8121,11/30/2019,4.7,4.512513,0.187486839
8121,12/31/2019,4.8,4.530973,0.269027042
8125,1/31/2018,3.1,3.1332467,0.03324666
8125,2/28/2018,3.1,3.1724446,0.072444582
8125,3/31/2018,3.1,3.207903,0.107902908
8125,4/30/2018,3,3.0998516,0.099851608
8125,5/31/2018,3,3.0040119,0.004011869
8125,6/30/2018,2.9,3.033974,0.133973932
8125,7/31/2018,3,3.013696,0.013695955
8125,8/31/2018,3.2,3.039226,0.160773945
8125,9/30/2018,3,2.9817822,0.018217802
8125,10/31/2018,2.8,2.927835,0.127834988
8125,11/30/2018,2.7,2.8511791,0.151179123
8125,12/31/2018,2.8,2.8561325,0.056132507
8125,1/31/2019,2.9,2.894528,0.005472088
8125,2/28/2019,2.8,2.89421,0.0942101
8125,3/31/2019,2.8,2.9167995,0.116799545
8125,4/30/2019,2.7,2.808917,0.108917046
8125,5/31/2019,2.7,2.752197,0.052197027
8125,6/30/2019,2.7,2.7898479,0.089847851
8125,7/31/2019,2.8,2.8237565,0.023756456
8125,8/31/2019,3,2.8870022,0.11299777
8125,9/30/2019,2.9,2.7974098,0.102590227
8125,10/31/2019,2.9,2.755553,0.144446993
8125,11/30/2019,2.9,2.712053,0.187946939
8125,12/31/2019,2.9,2.7080112,0.19198885
8126,1/31/2018,2.5,2.529862,0.029861927
8126,2/28/2018,2.4,2.5648353,0.16483531
8126,3/31/2018,2.4,2.5876722,0.187672234
8126,4/30/2018,2.4,2.4938443,0.093844271
8126,5/31/2018,2.3,2.3737946,0.073794556
8126,6/30/2018,2.3,2.3639386,0.06393857
8126,7/31/2018,2.3,2.3903298,0.090329838
8126,8/31/2018,2.4,2.4380617,0.038061714
8126,9/30/2018,2.2,2.4392452,0.239245224
8126,10/31/2018,2.2,2.230885,0.030885029
8126,11/30/2018,2.2,2.230516,0.030515957
8126,12/31/2018,2.2,2.2261052,0.026105213
8126,1/31/2019,2.4,2.2544618,0.145538235
8126,2/28/2019,2.4,2.2355866,0.164413357
8126,3/31/2019,2.3,2.2441502,0.055849838
8126,4/30/2019,2.2,2.2677016,0.067701626
8126,5/31/2019,2.3,2.181958,0.11804204
8126,6/30/2019,2.4,2.228029,0.171970987
8126,7/31/2019,2.4,2.2849479,0.115052128
8126,8/31/2019,2.6,2.2573428,0.342657185
8126,9/30/2019,2.4,2.1773164,0.222683573
8126,10/31/2019,2.4,2.2295597,0.17044034
8126,11/30/2019,2.3,2.1701097,0.129890251
8126,12/31/2019,2.3,2.185103,0.11489706
8127,1/31/2018,3,3.1012392,0.101239204
8127,2/28/2018,2.9,3.1316776,0.231677628
8127,3/31/2018,2.8,3.0780725,0.278072548
8127,4/30/2018,2.8,2.9304912,0.130491209
8127,5/31/2018,2.7,2.797729,0.097729015
8127,6/30/2018,2.7,2.8301406,0.130140591
8127,7/31/2018,2.7,2.825539,0.125539112
8127,8/31/2018,2.9,2.8813057,0.018694305
8127,9/30/2018,2.8,2.8551726,0.055172634
8127,10/31/2018,2.6,2.6994631,0.099463129
8127,11/30/2018,2.6,2.7027059,0.10270586
8127,12/31/2018,2.6,2.7211514,0.121151352
8127,1/31/2019,2.9,2.7116446,0.18835535
8127,2/28/2019,2.8,2.7050405,0.094959545
8127,3/31/2019,2.7,2.6749365,0.025063467
8127,4/30/2019,2.7,2.6925747,0.007425261
8127,5/31/2019,2.7,2.5789034,0.121096563
8127,6/30/2019,2.6,2.6181111,0.018111134
8127,7/31/2019,2.6,2.669033,0.069033051
8127,8/31/2019,2.9,2.6819317,0.218068266
8127,9/30/2019,2.7,2.6526976,0.047302437
8127,10/31/2019,2.6,2.5707612,0.029238796
8127,11/30/2019,2.6,2.548473,0.051527119
8127,12/31/2019,2.7,2.5756195,0.124380541
8128,1/31/2018,3,2.9634366,0.036563396
8128,2/28/2018,3,2.9598782,0.040121794
8128,3/31/2018,2.8,2.947403,0.147402954
8128,4/30/2018,2.7,2.8174224,0.11742239
8128,5/31/2018,2.6,2.6779544,0.077954435
8128,6/30/2018,2.5,2.7909882,0.290988207
8128,7/31/2018,2.5,2.7371218,0.23712182
8128,8/31/2018,2.8,2.7862854,0.0137146
8128,9/30/2018,2.6,2.695721,0.095720911
8128,10/31/2018,2.4,2.4848263,0.084826326
8128,11/30/2018,2.4,2.4333432,0.033343172
8128,12/31/2018,2.5,2.530273,0.030272961
8128,1/31/2019,2.8,2.662634,0.137366104
8128,2/28/2019,2.6,2.6617014,0.061701441
8128,3/31/2019,2.5,2.6382017,0.138201714
8128,4/30/2019,2.5,2.539289,0.039288998
8128,5/31/2019,2.4,2.4048727,0.004872656
8128,6/30/2019,2.4,2.4502468,0.050246811
8128,7/31/2019,2.5,2.4701476,0.02985239
8128,8/31/2019,2.7,2.5161057,0.183894348
8128,9/30/2019,2.6,2.4462194,0.153780556
8128,10/31/2019,2.6,2.3803525,0.219647503
8128,11/30/2019,2.6,2.397675,0.202324963
8128,12/31/2019,2.7,2.4457335,0.254266453
8135,1/31/2018,4.2,4.5659432,0.365943241
8135,2/28/2018,4.1,4.6040134,0.504013443
8135,3/31/2018,4,4.684265,0.684265137
8135,4/30/2018,3.9,4.270272,0.370271778
8135,5/31/2018,3.8,4.2034006,0.403400612
8135,6/30/2018,3.7,4.3410244,0.641024399
8135,7/31/2018,3.6,4.080862,0.480862045
8135,8/31/2018,3.9,4.1727195,0.272719479
8135,9/30/2018,3.6,4.1015425,0.501542473
8135,10/31/2018,3.5,3.7662773,0.266277313
8135,11/30/2018,3.4,3.7524316,0.352431631
8135,12/31/2018,3.4,3.7930806,0.393080568
8135,1/31/2019,3.8,3.7094414,0.090558577
8135,2/28/2019,3.7,3.7050192,0.005019236
8135,3/31/2019,3.7,3.7393537,0.039353657
8135,4/30/2019,3.6,3.696506,0.096506023
8135,5/31/2019,3.6,3.5485978,0.051402187
8135,6/30/2019,3.6,3.6009145,0.000914478
8135,7/31/2019,3.8,3.5765615,0.223438549
8135,8/31/2019,4.1,3.6239467,0.476053333
8135,9/30/2019,4.1,3.5306473,0.569352722
8135,10/31/2019,3.9,3.6416001,0.258399868
8135,11/30/2019,3.9,3.528983,0.371016884
8135,12/31/2019,3.9,3.497068,0.402932072
8136,1/31/2018,2.9,2.981228,0.081228113
8136,2/28/2018,2.9,3.0460253,0.146025276
8136,3/31/2018,2.8,3.030646,0.230646086
8136,4/30/2018,2.7,2.8986473,0.198647308
8136,5/31/2018,2.6,2.7776124,0.177612448
8136,6/30/2018,2.5,2.838942,0.338942051
8136,7/31/2018,2.7,2.7747371,0.07473712
8136,8/31/2018,2.9,2.8094745,0.090525532
8136,9/30/2018,2.8,2.770528,0.029471922
8136,10/31/2018,2.6,2.6598456,0.059845591
8136,11/30/2018,2.6,2.6049578,0.004957819
8136,12/31/2018,2.6,2.6385794,0.038579369
8136,1/31/2019,2.9,2.6924822,0.207517767
8136,2/28/2019,2.8,2.699625,0.100374985
8136,3/31/2019,2.8,2.6806154,0.119384575
8136,4/30/2019,2.7,2.6515567,0.04844327
8136,5/31/2019,2.7,2.5205362,0.179463816
8136,6/30/2019,2.6,2.5387368,0.06126318
8136,7/31/2019,2.8,2.6650944,0.134905624
8136,8/31/2019,3,2.6945481,0.30545187
8136,9/30/2019,3,2.651131,0.348869085
8136,10/31/2019,2.9,2.689848,0.210152054
8136,11/30/2019,2.8,2.6319754,0.168024588
8136,12/31/2019,2.9,2.6278148,0.27218523
8211,1/31/2018,5.2,5.0791655,0.120834541
8211,2/28/2018,5.1,5.0739846,0.026015377
8211,3/31/2018,5,5.0289516,0.028951645
8211,4/30/2018,5,4.9960203,0.003979683
8211,5/31/2018,4.6,4.921638,0.321638012
8211,6/30/2018,4.6,4.9190683,0.319068336
8211,7/31/2018,4.5,4.7149224,0.214922428
8211,8/31/2018,4.6,4.738331,0.138330841
8211,9/30/2018,4.5,4.782201,0.282200813
8211,10/31/2018,4.6,4.5333853,0.066614723
8211,11/30/2018,4.7,4.599865,0.10013504
8211,12/31/2018,4.6,4.6421485,0.042148495
8211,1/31/2019,4.8,4.7283773,0.071622658
8211,2/28/2019,4.7,4.779946,0.07994585
8211,3/31/2019,4.5,4.754568,0.2545681
8211,4/30/2019,4.4,4.6254354,0.225435352
8211,5/31/2019,4.3,4.4625993,0.162599277
8211,6/30/2019,4.2,4.496739,0.296738911
8211,7/31/2019,4.1,4.296985,0.196985149
8211,8/31/2019,4.2,4.2923756,0.092375565
8211,9/30/2019,4.3,4.343301,0.043300819
8211,10/31/2019,4.1,4.2874975,0.18749752
8211,11/30/2019,4.1,4.3361163,0.236116314
8211,12/31/2019,4.2,4.372875,0.172875214
8212,1/31/2018,4.5,4.534086,0.034086227
8212,2/28/2018,4.3,4.5299063,0.229906273
8212,3/31/2018,4.3,4.489105,0.189105225
8212,4/30/2018,4.2,4.312585,0.112584877
8212,5/31/2018,4.1,4.172263,0.072263145
8212,6/30/2018,4,4.261974,0.261973858
8212,7/31/2018,4,4.1695833,0.169583321
8212,8/31/2018,4.2,4.2603,0.060300159
8212,9/30/2018,4,4.2094254,0.209425449
8212,10/31/2018,3.9,4.0067153,0.106715298
8212,11/30/2018,4,4.0213,0.021299839
8212,12/31/2018,4,4.0420165,0.042016506
8212,1/31/2019,4.2,4.1245785,0.075421524
8212,2/28/2019,4,4.0808415,0.080841541
8212,3/31/2019,3.9,4.081979,0.181978798
8212,4/30/2019,3.8,3.970902,0.170901966
8212,5/31/2019,3.8,3.858893,0.058892918
8212,6/30/2019,3.7,3.9142952,0.214295197
8212,7/31/2019,3.8,3.8332694,0.033269358
8212,8/31/2019,4,3.846331,0.153669119
8212,9/30/2019,4,3.8137124,0.186287642
8212,10/31/2019,3.8,3.8181133,0.018113327
8212,11/30/2019,3.8,3.8390172,0.039017153
8212,12/31/2019,3.9,3.8623114,0.037688637
8215,1/31/2018,3.1,3.0928485,0.007151461
8215,2/28/2018,3.1,3.1091895,0.00918951
8215,3/31/2018,2.9,3.0956445,0.195644474
8215,4/30/2018,2.9,2.9806368,0.080636835
8215,5/31/2018,2.7,2.8294654,0.129465389
8215,6/30/2018,2.7,2.919883,0.219883013
8215,7/31/2018,2.8,2.8618436,0.061843586
8215,8/31/2018,2.9,2.8983717,0.001628304
8215,9/30/2018,2.8,2.876129,0.076128912
8215,10/31/2018,2.7,2.742653,0.042652893
8215,11/30/2018,2.6,2.73404,0.134040022
8215,12/31/2018,2.6,2.7976484,0.19764843
8215,1/31/2019,2.9,2.7628522,0.137147808
8215,2/28/2019,2.8,2.8008687,0.00086875
8215,3/31/2019,2.7,2.776481,0.076480913
8215,4/30/2019,2.7,2.690365,0.009634924
8215,5/31/2019,2.7,2.5954695,0.104530525
8215,6/30/2019,2.7,2.6418245,0.058175516
8215,7/31/2019,2.7,2.7040706,0.004070568
8215,8/31/2019,3,2.7242754,0.275724649
8215,9/30/2019,2.9,2.692736,0.20726409
8215,10/31/2019,2.8,2.6788049,0.121195126
8215,11/30/2019,2.8,2.623763,0.176236916
8215,12/31/2019,2.8,2.6236436,0.176356363
8216,1/31/2018,3,2.9536865,0.046313524
8216,2/28/2018,2.8,2.9450066,0.145006609
8216,3/31/2018,2.7,2.9147158,0.214715767
8216,4/30/2018,2.6,2.7713678,0.171367788
8216,5/31/2018,2.6,2.703241,0.10324111
8216,6/30/2018,2.5,2.7887425,0.288742542
8216,7/31/2018,2.6,2.6695487,0.06954875
8216,8/31/2018,2.8,2.6930225,0.10697751
8216,9/30/2018,2.7,2.6577852,0.042214823
8216,10/31/2018,3,2.579416,0.420583963
8216,11/30/2018,2.9,2.5869188,0.313081169
8216,12/31/2018,3.1,2.632731,0.467269039
8216,1/31/2019,3.2,2.914022,0.285978031
8216,2/28/2019,2.9,2.7777958,0.122204208
8216,3/31/2019,2.8,2.725732,0.074267912
8216,4/30/2019,2.7,2.644779,0.055221033
8216,5/31/2019,2.7,2.569399,0.130600882
8216,6/30/2019,2.7,2.5919526,0.108047438
8216,7/31/2019,2.8,2.5850956,0.214904356
8216,8/31/2019,2.9,2.6662328,0.233767176
8216,9/30/2019,2.9,2.6192524,0.280747557
8216,10/31/2019,2.8,2.7907827,0.00921731
8216,11/30/2019,2.8,2.8378277,0.037827682
8216,12/31/2019,2.9,2.9009273,0.000927305
8221,1/31/2018,4.3,4.2721214,0.027878571
8221,2/28/2018,4.3,4.2911816,0.008818436
8221,3/31/2018,4.1,4.2955112,0.195511246
8221,4/30/2018,4.2,4.1964893,0.003510666
8221,5/31/2018,4,4.026276,0.026276112
8221,6/30/2018,3.8,4.0636153,0.263615322
8221,7/31/2018,3.9,4.009388,0.10938797
8221,8/31/2018,4.2,4.0824337,0.117566299
8221,9/30/2018,3.9,4.150752,0.250752068
8221,10/31/2018,3.8,3.9838803,0.183880281
8221,11/30/2018,3.7,3.9278128,0.227812815
8221,12/31/2018,3.6,3.9824624,0.382462406
8221,1/31/2019,3.9,3.85627,0.043729925
8221,2/28/2019,3.8,3.88332,0.083320093
8221,3/31/2019,3.7,3.9466422,0.24664216
8221,4/30/2019,3.9,3.8232665,0.076733494
8221,5/31/2019,4,3.6663857,0.333614349
8221,6/30/2019,3.9,3.732215,0.167785072
8221,7/31/2019,4,3.87071,0.129290104
8221,8/31/2019,4.4,3.87567,0.524330044
8221,9/30/2019,4.3,3.827114,0.472885895
8221,10/31/2019,4.3,3.9225216,0.377478409
8221,11/30/2019,4.1,3.7952707,0.304729319
8221,12/31/2019,4.1,3.7426646,0.357335424
8222,1/31/2018,5.2,5.305244,0.105243969
8222,2/28/2018,5.1,5.322214,0.222214127
8222,3/31/2018,5,5.353843,0.353843212
8222,4/30/2018,5.1,5.183711,0.083711052
8222,5/31/2018,5,5.0891595,0.089159489
8222,6/30/2018,4.8,5.164069,0.364069176
8222,7/31/2018,4.8,5.014356,0.214356136
8222,8/31/2018,5,5.0185556,0.018555641
8222,9/30/2018,4.8,5.015279,0.215278816
8222,10/31/2018,4.6,4.8337965,0.233796501
8222,11/30/2018,4.7,4.8251405,0.125140476
8222,12/31/2018,4.6,4.8520966,0.252096558
8222,1/31/2019,5,4.768395,0.231605053
8222,2/28/2019,4.9,4.7598147,0.140185261
8222,3/31/2019,4.9,4.797586,0.102414036
8222,4/30/2019,4.8,4.875334,0.075333786
8222,5/31/2019,5.5,4.7146363,0.785363674
8222,6/30/2019,5.3,4.7306223,0.569377708
8222,7/31/2019,5.3,5.0372043,0.262795734
8222,8/31/2019,5.6,4.920574,0.679425812
8222,9/30/2019,5.5,4.758887,0.741113186
8222,10/31/2019,5.7,4.9978604,0.702139568
8222,11/30/2019,5.7,4.8507113,0.849288654
8222,12/31/2019,5.8,4.770181,1.029818821
8225,1/31/2018,3.5,3.5676117,0.067611694
8225,2/28/2018,3.5,3.6399384,0.139938354
8225,3/31/2018,3.3,3.6552389,0.355238867
8225,4/30/2018,3.2,3.4265132,0.226513195
8225,5/31/2018,3.1,3.3335772,0.233577156
8225,6/30/2018,3.1,3.369961,0.269961023
8225,7/31/2018,3.1,3.2680683,0.168068314
8225,8/31/2018,3.3,3.2960062,0.003993797
8225,9/30/2018,3.1,3.2322187,0.132218742
8225,10/31/2018,3,3.032649,0.03264904
8225,11/30/2018,2.9,2.996031,0.096031046
8225,12/31/2018,2.9,3.0878298,0.187829828
8225,1/31/2019,3.2,3.1379972,0.06200285
8225,2/28/2019,3.2,3.1463072,0.05369277
8225,3/31/2019,3,3.1204023,0.120402336
8225,4/30/2019,2.9,3.0359752,0.135975218
8225,5/31/2019,2.8,2.9275115,0.127511454
8225,6/30/2019,2.8,2.9946127,0.194612694
8225,7/31/2019,2.9,2.9320242,0.03202424
8225,8/31/2019,3.3,2.9820564,0.317943621
8225,9/30/2019,3.1,2.9579744,0.142025566
8225,10/31/2019,3.1,2.9227967,0.177203274
8225,11/30/2019,3.1,2.836066,0.263933992
8225,12/31/2019,3.2,2.8795123,0.32048769
8226,1/31/2018,4,3.900147,0.099853039
8226,2/28/2018,3.9,3.926938,0.026938057
8226,3/31/2018,3.8,3.9112873,0.111287308
