_id,ags2,bundesland,ags5,kreis,kr_amr,kr_ead,kr_land,kr_mz,kr_oz,kr_ror,kr_rbp,kr_wa_schr_kl,kr_amt_kl,kr_grw_fg_kl,kr_sr_am_kl,kr_rl_kl,kr_ssk_kl,kr_ssr_kl,kr_stla_kl,kr_mra_kl,kr_mrb_kl,kr_wo_kl,kr_grenze
380,16,Thüringen,16052,Gera,243,862.5,0.0,0,1,1603,22542.0,2,11,2,1,2,2,2,1,7,99,2,0
381,16,Thüringen,16053,Jena,244,1449.0,0.0,0,1,1603,20156.7,3,10,2,1,2,1,2,1,7,99,2,0
382,16,Thüringen,16054,Suhl,245,495.5,0.0,1,0,1604,15132.1,2,10,2,3,3,4,3,2,99,99,2,0
383,16,Thüringen,16055,Weimar,246,1046.9,0.0,1,0,1601,22155.9,3,10,2,1,2,2,2,1,99,99,2,0
384,16,Thüringen,16056,Eisenach,247,638.5,0.0,1,0,1604,15097.5,2,10,2,3,3,4,3,2,99,99,2,0
385,16,Thüringen,16061,Eichsfeld,248,145.0,64.8,2,0,1602,16573.8,2,10,2,2,3,3,3,2,99,99,2,0
386,16,Thüringen,16062,Nordhausen,249,161.3,50.4,1,0,1602,13670.4,2,10,2,3,3,4,3,2,99,99,2,0
387,16,Thüringen,16063,Wartburgkreis,247,126.2,60.7,1,0,1604,15381.0,2,10,2,3,3,4,3,2,99,99,2,0
388,16,Thüringen,16064,Unstrut-Hainich-Kreis,250,142.0,68.0,2,0,1602,15896.8,2,10,2,3,3,4,3,2,99,99,2,0
389,16,Thüringen,16065,Kyffhäuserkreis,251,92.8,92.9,2,0,1602,14016.0,2,10,2,3,4,4,3,2,99,99,2,0
390,16,Thüringen,16066,Schmalkalden-Meiningen,252,137.3,51.2,3,0,1604,14916.2,2,10,2,3,3,4,3,2,99,99,2,0
391,16,Thüringen,16067,Gotha,253,197.1,43.9,1,0,1601,19985.0,2,10,2,2,3,3,2,2,99,99,2,0
392,16,Thüringen,16068,Sömmerda,242,116.3,73.1,1,0,1601,19142.2,2,10,2,1,3,4,2,2,99,99,2,0
393,16,Thüringen,16069,Hildburghausen,245,89.5,81.6,1,0,1604,14519.1,1,10,2,3,3,4,3,2,99,99,2,0
394,16,Thüringen,16070,Ilm-Kreis,254,174.7,46.7,2,0,1601,19366.9,2,10,2,3,3,4,2,2,99,99,2,0
395,16,Thüringen,16071,Weimarer Land,246,134.1,73.0,1,0,1601,23045.9,3,10,2,1,3,2,2,1,99,99,2,0
396,16,Thüringen,16072,Sonneberg,255,179.0,51.9,3,0,1604,16298.2,2,10,2,3,3,4,3,2,8,99,2,0
397,16,Thüringen,16073,Saalfeld-Rudolstadt,256,138.9,47.4,3,0,1603,16385.8,1,10,2,3,3,4,2,2,99,99,2,0
398,16,Thüringen,16074,Saale-Holzland-Kreis,244,134.7,55.3,4,0,1603,22646.0,2,10,2,1,3,3,2,2,99,99,2,0
399,16,Thüringen,16075,Saale-Orla-Kreis,257,97.1,85.3,3,0,1603,15710.0,1,11,2,3,3,4,2,2,99,99,2,2
400,16,Thüringen,16076,Greiz,243,153.0,60.4,2,0,1603,23393.0,2,11,2,1,3,2,2,1,99,99,2,0
401,16,Thüringen,16077,Altenburger Land,258,207.5,36.8,3,0,1603,30007.3,1,11,2,2,3,3,2,2,7,99,2,0
